Date,Region,TradePolicyScore,ImportTariffs(%),ComplianceRating,InflationRate(%),ExchangeRate,LaborCostIndex,RevenueImpact(millionsUSD),ConsumerSentimentScore,EthicalSourcingScore,AutomationAdoptionScore,LogisticsEfficiency,CarbonEmissionsReduction(%),SustainabilityScore,SupplyChainViolations,RegulatoryFines(millionsUSD)
12-08-1982,India,31.00116149,13.25658064,3,0.641918559,1.172432738,94.94906064,-5.936892568,87,55,93,30,12.1415843,38,15,6.38159259
13-08-1982,USA,33.12534708,8.839778649,2,2.931181032,0.983667248,53.03478406,17.81337222,72,10,42,79,8.316713951,41,19,3.142624779
14-08-1982,India,49.37332319,19.92887765,5,5.817750598,1.636033656,48.97785541,34.84241192,62,47,91,96,4.815909811,50,17,3.062938412
15-08-1982,Canada,59.17107595,11.07125494,9,8.768916778,1.689947414,50.50475312,-24.83433616,54,85,55,52,14.60898035,49,7,7.214643224
16-08-1982,India,53.21019745,7.96173564,8,1.188373889,1.54303056,42.37557582,46.27388347,74,59,49,0,11.92801373,91,12,4.21202591
17-08-1982,Mexico,60.96021586,18.08073647,6,4.149585022,0.548160684,25.00075755,21.672022,59,50,81,85,19.94820576,65,7,3.288997413
18-08-1982,Germany,54.01471294,20.04014192,3,2.717497867,1.384527032,85.78564543,1.851820504,54,38,19,91,16.81293931,40,12,7.716217324
19-08-1982,USA,63.08519227,19.79290419,6,0.149289672,1.020568744,45.0176867,10.48153884,71,5,47,68,5.092373008,57,11,4.363256089
20-08-1982,Brazil,40.95630323,24.44186035,5,7.884462608,0.794289124,57.61975854,0.847399742,91,29,99,67,20.62983462,3,12,1.20330653
21-08-1982,Canada,35.64215936,19.66667372,1,8.132842132,1.541592895,11.78982248,3.00888233,74,88,18,64,13.96141876,48,16,10.24108606
22-08-1982,USA,59.82169773,19.2483359,5,2.212290618,0.902789204,15.42284854,17.64932887,86,99,68,14,3.40369801,2,14,8.784120308
23-08-1982,India,54.23447585,21.43713134,7,1.5124025,1.869261738,63.74649065,-25.18076025,69,0,97,51,0.553563089,31,8,3.181757086
24-08-1982,Mexico,31.3433827,0.004629882,9,1.445608536,0.947118611,89.13052743,-15.96983,77,85,16,37,18.79269805,46,19,8.733695992
25-08-1982,UK,49.02409427,9.06078528,1,4.639471898,1.332770899,54.40562452,-11.83683442,70,8,27,23,18.55938014,61,3,14.33384491
26-08-1982,Australia,35.30627927,18.4400774,3,2.464955874,1.741643245,24.84771225,2.601141942,60,44,35,22,24.61410917,97,11,14.34717826
27-08-1982,Brazil,56.56784159,14.99297528,8,5.113556425,1.103177507,20.45145829,-0.315397634,78,7,37,46,22.8730037,15,3,7.979136155
28-08-1982,Australia,49.78888398,4.439300066,6,3.848517372,1.742986939,90.98092013,27.77636477,54,33,93,6,26.32510953,67,12,1.47044574
29-08-1982,USA,60.65759556,7.593327227,5,2.108903049,1.585544596,73.14740686,-9.265650503,86,79,81,30,8.772553663,17,2,6.872782931
30-08-1982,Mexico,70.28011094,8.419815277,2,7.511917896,1.88129893,96.95759991,-25.43422931,98,82,69,6,12.39519426,91,4,0.404750755
31-08-1982,Mexico,44.98343419,14.19570278,3,1.503638903,0.988751844,17.41137592,-25.56462031,54,7,25,76,1.857738143,5,12,6.2280192
01-09-1982,India,78.10510521,20.78995741,2,7.989023148,0.657542097,91.23515695,-29.09495314,82,11,78,3,12.34043769,64,13,13.64128253
02-09-1982,Japan,56.78172503,23.31229449,1,5.614463837,1.145524247,86.10690813,-26.95791948,94,42,0,53,6.592973104,79,7,7.011655361
03-09-1982,India,60.91453994,18.75231032,7,8.320371427,1.678720204,90.38666646,38.69285398,85,55,80,81,24.15951433,36,10,8.25731071
04-09-1982,Japan,64.03361866,21.07375975,3,0.047590401,1.17565267,10.51866609,25.77943342,57,30,94,82,19.68800061,72,7,2.370547538
05-09-1982,Japan,63.33657649,11.75239896,7,7.49188519,0.892981895,76.77131325,49.67449327,55,41,1,79,23.45071514,62,11,0.234759783
06-09-1982,Brazil,55.54853715,9.744382991,7,0.515155933,0.541404766,59.40443027,-28.37498175,64,32,35,51,17.77449977,80,10,14.90075983
07-09-1982,India,51.43821456,9.817713304,8,9.50098719,0.969535704,61.58614904,37.92012409,64,18,55,81,17.93811297,99,16,5.07385914
08-09-1982,UK,32.68909821,15.40096321,1,7.027394884,1.570071667,52.22817886,25.68450634,97,90,34,79,7.05674791,97,12,4.190249737
09-09-1982,China,31.10429227,3.105917639,5,3.201722906,0.721420634,76.8409226,21.22739452,58,87,26,47,20.09464793,58,3,8.569224798
10-09-1982,China,47.89805973,14.48735457,9,3.198504928,1.01131907,99.98553614,-1.47742995,54,91,66,94,4.319102301,94,12,11.179778
11-09-1982,India,46.68304453,16.6283215,7,8.614923797,0.530347193,73.94845233,0.138193183,75,54,55,88,8.275264138,33,8,3.77111697
12-09-1982,India,49.38475774,10.97271851,1,9.028401285,1.582632505,71.02453744,37.64489524,72,3,45,65,5.398427435,36,13,7.861857748
13-09-1982,Australia,36.91841004,23.82917942,8,8.91573281,1.821024571,68.89939441,27.07871026,65,11,19,53,28.48549095,33,11,4.989534383
14-09-1982,Brazil,66.90841353,15.20533181,3,8.087402926,1.352792477,72.56905029,23.62532643,88,86,7,91,26.94261685,44,12,7.214482615
15-09-1982,India,72.84822074,5.499986806,4,8.190320208,0.538808159,40.79012207,-27.54805372,84,83,92,79,26.24508228,0,7,2.419648707
16-09-1982,Australia,76.93573177,11.98040644,4,5.727679029,0.826437969,38.81977693,-15.25442915,59,27,71,53,28.8052,52,4,7.651774198
17-09-1982,Japan,54.61811518,16.88511093,8,0.282310529,1.157703703,80.59041804,47.00995682,76,57,90,99,18.37782524,61,10,0.710205041
18-09-1982,Mexico,65.04328496,8.090728115,1,0.867732821,1.381371831,14.77792156,6.349699983,65,47,25,44,26.84093566,14,19,12.59996001
19-09-1982,Mexico,72.77755617,1.991040157,8,6.495532494,1.244414514,78.33229644,32.51145842,70,0,73,39,8.755749975,94,5,9.414894699
20-09-1982,Japan,50.91455555,14.58589087,9,4.011651603,1.87379907,83.24574267,1.146018098,61,74,61,34,11.54273834,50,6,14.12235646
21-09-1982,Canada,45.47063974,23.69675422,9,5.673096308,1.907954475,56.94381636,31.14583017,58,43,93,23,14.00898004,13,14,8.995978717
22-09-1982,Australia,76.83622779,12.12679964,5,2.310776226,0.660728694,91.91332859,-20.46299455,65,62,32,34,2.682148977,97,4,2.732491263
23-09-1982,Australia,55.78382755,22.65272702,4,6.494171736,0.707586317,52.57786934,-26.62975843,58,94,60,93,24.74079806,58,8,7.260761396
24-09-1982,Japan,54.86269433,20.87558971,4,2.428295442,1.037082368,26.02780013,7.294125722,78,37,99,36,3.575272832,51,19,9.970431402
25-09-1982,UK,38.92080483,3.685319591,9,4.60812798,1.131852323,42.52587838,17.33169574,72,8,19,74,23.98959825,0,18,5.613350123
26-09-1982,Germany,35.40775073,17.70424805,8,4.787198996,1.379100039,91.52807553,-4.103848695,88,5,67,33,27.66770245,98,4,8.289745205
27-09-1982,USA,72.10534312,10.88663813,7,1.776682298,1.659739625,99.43644595,27.28037024,92,69,86,23,17.03492598,74,12,2.440327667
28-09-1982,Japan,60.70665881,6.256158132,3,8.762077264,0.703651558,47.96685703,9.665571911,98,51,28,92,4.977046062,16,11,11.65686238
29-09-1982,India,46.2912292,17.17345889,4,5.258210563,1.703959544,25.0161891,44.2653478,73,66,45,3,13.10118347,55,4,13.64294953
30-09-1982,India,39.58681087,18.56651797,9,8.667837779,1.41504247,35.76963522,-23.2007586,71,95,95,49,4.165604131,4,6,4.723148673
01-10-1982,Brazil,57.77486401,4.497407968,8,2.625356955,1.971326691,59.79667083,-24.67453085,80,98,36,93,3.571137932,16,2,11.89997083
02-10-1982,Japan,59.19596446,22.86111705,1,1.723359455,1.476751517,61.48863264,42.40974818,59,15,89,77,22.6823535,17,12,1.379182902
03-10-1982,Brazil,40.34968006,18.7786811,3,0.180166476,1.574137257,66.7053466,23.52857062,96,1,52,23,11.79110271,88,10,3.700567354
04-10-1982,Japan,72.57028739,23.33438748,2,0.938646597,0.7928133,85.18180353,23.68946305,91,35,4,97,0.00386856,54,9,6.928050997
05-10-1982,Australia,34.21321831,7.926830469,2,1.474706049,1.653292933,74.00927365,-27.79558222,76,70,87,35,1.453933466,98,8,5.796106862
06-10-1982,USA,47.80465426,23.48337539,8,0.788555624,0.618899267,33.47562039,45.01401804,83,34,65,78,24.53260763,46,5,9.294386788
07-10-1982,Australia,64.01922069,9.212941446,6,8.968792951,1.484795654,45.55396546,31.74600447,97,29,14,34,18.59094712,79,13,8.44477494
08-10-1982,Germany,43.70601819,1.349244036,6,9.114383079,0.583359363,85.58349254,31.14518542,88,44,45,28,25.33542605,48,9,1.309079776
09-10-1982,Mexico,71.38375974,19.07423472,4,9.373626723,0.672838732,67.00444035,42.95437131,73,45,56,35,8.210144209,22,16,1.975416088
10-10-1982,China,66.99339133,17.5877036,1,9.598608366,0.661799411,24.97762434,16.25225329,70,92,7,67,9.429636891,20,1,0.77567441
11-10-1982,Japan,69.45114223,14.94777481,7,4.91835005,0.578726097,39.29849237,1.573311245,64,64,36,78,18.50615106,28,1,14.28910074
12-10-1982,Germany,35.95532679,12.24734361,8,5.300246368,0.981708375,81.19818212,8.454333487,66,0,56,10,19.95460481,59,3,9.680163667
13-10-1982,Mexico,37.0273564,0.804131758,2,1.308304286,1.991528687,25.4884711,32.17925627,94,56,13,54,0.795503756,45,6,12.83376593
14-10-1982,Canada,44.32368689,15.61493129,2,1.370520378,1.022338053,72.19455874,31.4983986,68,70,4,48,27.21644819,99,19,8.118958236
15-10-1982,USA,55.90385826,10.42086538,1,7.727564387,1.64116387,60.71828826,18.76692971,74,66,72,78,23.97489266,9,3,2.907572809
16-10-1982,Brazil,67.40080383,14.00523507,4,8.557290841,0.698475524,23.27274158,-12.5535712,89,99,85,56,3.955895209,83,7,9.399013196
17-10-1982,Brazil,71.82654454,10.73303355,6,7.847144306,1.18173662,71.99910316,35.51072731,71,30,42,84,0.309678207,52,13,7.580083951
18-10-1982,Australia,65.2167658,24.15140332,5,8.34575865,0.777673753,22.81140736,21.77932546,90,24,48,98,23.07494291,6,19,6.122885032
19-10-1982,India,76.42984408,15.10272253,4,2.765703154,0.788145755,45.85920212,-12.29903833,98,46,43,86,27.08637234,29,2,5.577079219
20-10-1982,Mexico,66.93717548,18.73090827,4,4.660657843,0.649535055,37.77039321,8.451555981,91,55,55,54,9.663154375,92,10,9.751147792
21-10-1982,Canada,45.31339435,23.40867369,7,4.591993834,1.14806623,72.10089574,49.77650646,63,87,47,55,9.624067024,54,2,9.266424795
22-10-1982,Germany,43.25406422,14.78998307,7,9.952834031,0.613302381,80.41261209,-3.729612874,77,0,29,73,15.43855867,64,4,2.273489371
23-10-1982,USA,64.80962252,0.301562946,2,9.491780201,1.864717035,25.14849238,-20.67515082,61,94,32,3,20.23669077,20,15,12.24333081
24-10-1982,Mexico,39.64352843,0.857291958,7,5.984861064,1.171850482,83.07970683,-28.26660663,76,36,36,24,19.43008529,6,10,9.541368675
25-10-1982,Canada,34.63574054,17.55846085,2,1.379731331,1.757849212,10.64926504,-15.22941143,73,74,49,1,22.57897085,43,0,8.037126996
26-10-1982,China,56.61114374,6.977128404,4,2.585960386,1.969196675,57.70526926,-15.04269551,71,66,6,18,3.419526258,67,8,11.2337628
27-10-1982,Japan,71.08207849,14.48449318,1,3.63761555,1.516668768,56.51100009,38.64547559,88,11,66,87,15.59445444,14,4,2.304995501
28-10-1982,Brazil,35.06899212,5.056929527,5,8.732116597,1.852266136,66.14392877,-17.50762006,90,19,42,7,15.18988074,97,19,13.79574249
29-10-1982,Germany,69.59456619,6.756221877,1,1.706324571,0.703051281,31.57304773,39.01207535,99,29,39,63,28.49561121,1,10,4.05880807
30-10-1982,Brazil,70.57860022,12.6160264,4,2.197469166,1.744990469,10.88711469,-23.06267932,88,73,31,5,27.54755096,2,1,3.941360596
31-10-1982,Germany,54.1137,24.38923658,9,3.493846917,0.906826,50.92866245,42.53154399,85,63,99,83,22.50966538,47,9,12.22353827
01-11-1982,Australia,32.8655155,15.40676223,8,9.269101887,1.208897058,16.42655901,-9.491719846,72,78,54,13,26.30744167,67,4,5.009868077
02-11-1982,India,38.72949256,23.40370261,6,5.038120908,1.469873974,90.29744981,18.91984496,57,84,82,69,22.36864899,46,16,12.46062332
03-11-1982,Germany,65.37131376,23.98449636,8,6.468360366,1.855315389,25.62996931,-17.22182522,77,63,94,75,21.61446654,42,11,4.920148124
04-11-1982,Brazil,65.58889725,5.202749911,5,3.872233051,1.866490701,48.27096707,1.204450534,99,17,93,70,6.471278443,99,2,8.26031976
05-11-1982,Australia,74.91776376,7.779840062,7,1.885221111,0.638153566,49.06003512,-23.13857563,78,31,88,56,18.51757724,26,6,3.462674142
06-11-1982,Germany,59.13430733,19.24980703,8,2.228005374,1.046833233,59.75781831,16.36225634,64,18,76,29,27.48186606,3,10,10.97280556
07-11-1982,China,36.20536839,21.66910006,7,8.026712203,1.68976281,80.42791139,-2.329801078,88,93,75,79,22.5043187,35,10,2.504116557
08-11-1982,India,36.07074528,12.9806686,4,8.934820383,1.554735334,52.49333355,38.17200669,57,32,8,7,18.14168292,82,11,13.49147229
09-11-1982,Germany,66.05661787,24.83065168,5,4.930756559,0.539528668,12.31779405,-15.45468174,77,61,8,13,7.745266869,97,4,5.574732456
10-11-1982,Australia,39.18923326,0.289304969,6,3.569945275,1.174834108,79.39993701,-7.600954846,82,21,63,47,20.35922879,79,9,7.073617225
11-11-1982,Mexico,46.41927498,7.48981639,6,8.078351365,1.743879643,17.39559832,-15.81962581,60,28,44,83,10.41178904,51,11,0.360328408
12-11-1982,UK,54.36060035,15.57904384,9,6.730947751,1.606526656,67.7397963,15.10582242,91,87,90,27,1.957015836,44,13,14.63684949
13-11-1982,Canada,31.23824388,11.73224777,2,0.408739775,1.117774688,82.30865578,-21.0602253,86,3,60,5,7.180543965,50,0,12.1976298
14-11-1982,UK,42.44095135,2.915074161,6,3.507408989,1.602741684,35.44211552,-14.85143958,74,49,94,29,11.67699225,85,13,6.705133609
15-11-1982,UK,50.39448043,9.194677137,3,6.821729782,1.326816064,50.41958335,24.27919548,83,75,69,3,29.90002302,31,6,13.80392009
16-11-1982,USA,43.98181592,0.636178582,2,5.736798203,1.868943497,11.2902258,-24.04683788,71,99,92,99,22.8035041,1,9,13.96589454
17-11-1982,China,36.81851637,16.06865115,6,9.780673088,1.380690762,82.34876796,29.45309377,51,3,93,66,8.386975626,16,11,7.995781824
18-11-1982,Mexico,66.40061289,22.31856357,4,8.661153782,1.101101268,73.29349809,-21.65332087,65,4,37,9,22.87169497,22,5,3.507761872
19-11-1982,Japan,70.65738276,22.12185309,5,0.597384057,1.794380937,30.82486549,16.83910077,60,82,74,26,10.7292356,43,15,7.30665502
20-11-1982,Germany,42.87394881,17.48861184,5,7.257690157,0.574803263,45.12035781,49.82475645,63,38,45,81,18.23739376,45,9,4.871979106
21-11-1982,Canada,68.72097473,11.64425489,3,3.363266123,1.850765965,72.57848516,-16.08856746,81,56,69,44,22.94042185,11,19,6.719784435
22-11-1982,India,49.27767822,12.80079047,4,6.820827031,1.544520222,42.23468097,-9.113094507,71,30,63,74,22.22504832,53,11,13.67088046
23-11-1982,Mexico,55.33428954,3.4229706,3,6.172245861,1.910908791,24.6173298,41.87413232,54,6,94,99,4.200995296,12,9,4.227518789
24-11-1982,Brazil,72.80005374,8.525427328,7,5.030502591,0.875757304,56.6654976,20.10292276,85,11,34,34,24.76615313,73,9,12.58450192
25-11-1982,Japan,67.49768409,4.693201887,1,8.529495543,1.542382047,75.12108133,9.402503904,72,9,11,12,27.68813645,67,10,14.02951581
26-11-1982,USA,70.25584257,20.53000508,6,7.086898601,1.7141949,38.87285563,15.01640778,68,28,47,54,7.002619055,70,8,12.07579181
27-11-1982,USA,36.84225833,22.86884753,4,8.895551145,1.55315387,20.95950445,-6.360372429,78,84,62,86,9.882483742,65,8,7.908800155
28-11-1982,Mexico,33.48597129,13.42308154,1,2.816037491,0.815500553,84.65897456,38.42574256,91,12,44,42,28.14592363,14,11,8.459659682
29-11-1982,Australia,74.67023645,18.19410101,1,3.481275246,0.913384352,32.75216798,29.621522,72,86,5,72,29.51028223,99,1,12.29452494
30-11-1982,UK,49.39171348,3.036619273,5,6.219513498,1.350113523,56.15334587,21.39731459,58,69,44,67,13.60499586,61,13,0.667512202
01-12-1982,Brazil,44.3939839,15.21336608,5,9.664644374,1.170125904,72.22088345,44.53940786,67,30,89,42,1.036124915,72,8,11.03894986
02-12-1982,USA,66.23481271,17.56977553,7,3.715820993,1.602675783,38.53676804,16.24886884,80,8,31,39,27.98673493,23,17,7.933012323
03-12-1982,Canada,71.82077983,11.31920324,4,0.322936501,1.068015037,68.37728836,10.95016868,86,50,67,30,0.761782033,69,12,5.957061644
04-12-1982,USA,73.12448109,6.081827112,9,4.458879554,1.789220783,51.37385558,48.05547219,66,87,2,2,9.90628288,60,15,11.50391521
05-12-1982,India,45.79985706,21.93436301,4,5.439295625,1.147880608,61.33929896,-13.51887094,67,15,1,99,2.690696885,70,12,3.993708415
06-12-1982,Germany,72.61061956,18.572718,7,8.009874087,0.560061921,63.15184933,-18.64254614,76,58,19,16,15.35233251,79,7,13.43300592
07-12-1982,USA,32.04669722,22.49643205,5,7.2860048,0.526046114,84.17356182,-17.01737044,70,57,82,79,1.127185319,80,11,10.32731667
08-12-1982,India,32.48307457,20.46006619,5,9.646626807,1.470113879,69.06936461,49.15536064,50,10,38,38,6.762275313,93,18,9.152333845
09-12-1982,Mexico,61.17595976,24.75936074,6,7.826827606,1.310829677,33.7876023,22.18008439,81,35,11,65,13.76531576,71,9,7.846804413
10-12-1982,Mexico,33.15531846,4.80431833,8,2.986284371,1.314116965,15.3643907,-5.526169449,63,0,60,68,2.225097642,2,1,3.191364879
11-12-1982,Japan,46.23045843,2.168694195,5,6.41380311,1.685013524,10.17869897,-10.08177565,95,20,35,96,14.41270064,88,14,9.254174393
12-12-1982,USA,63.63779931,8.425069783,3,6.722411934,1.063580352,91.39756463,-25.46891279,63,43,91,76,7.953420401,28,16,10.87370971
13-12-1982,Canada,46.8633448,3.225104376,6,9.980205148,1.993170496,94.78990466,-19.4442137,82,99,8,75,8.00740685,20,5,0.175345768
14-12-1982,USA,38.97998907,13.07825282,2,1.387379112,1.918295151,18.47003389,42.65380651,85,36,43,18,28.11103821,53,2,5.496287215
15-12-1982,Canada,44.06753109,15.82572264,8,1.913255027,0.519442651,53.83482565,29.78728486,88,5,74,21,20.70687714,5,10,12.48696146
16-12-1982,China,52.87876661,14.45721538,8,1.55513644,1.843614152,23.64356831,45.32477876,61,13,52,7,27.88440277,86,4,9.483161902
17-12-1982,Japan,53.76929277,6.481003385,3,5.890601142,1.520824476,95.3874178,3.898474916,94,92,29,67,17.27069595,10,12,9.229056576
18-12-1982,China,69.15001157,22.72060077,8,1.353010722,1.253135505,32.21492651,18.09897968,74,0,65,70,27.21516942,69,15,3.429190277
19-12-1982,USA,67.50766147,0.529309093,9,6.560077089,1.374121211,55.1482386,8.69370072,64,7,37,85,25.12284363,26,9,9.481331002
20-12-1982,Japan,52.84089023,8.700333844,5,8.037740509,1.762786045,24.90581726,40.51083172,69,43,37,17,29.93529384,90,12,11.79225101
21-12-1982,China,72.28336745,17.97481188,5,4.327929242,1.926556088,39.94849761,49.31055097,83,82,32,5,15.09310509,76,10,6.026345773
22-12-1982,UK,35.71185693,19.17322316,6,5.606850819,1.340500437,34.01257248,44.62201661,63,86,70,3,20.88378372,59,15,2.73138218
23-12-1982,USA,42.76766751,10.40296361,7,9.127220833,0.771937171,52.78834387,17.84446782,79,74,84,40,4.820074463,72,5,1.159113874
24-12-1982,China,71.39882318,0.422745331,3,5.695659176,1.459630976,47.78037658,-25.05584182,93,26,54,50,28.18476171,71,0,7.585434997
25-12-1982,UK,48.89970193,15.45109198,5,2.08605552,0.614328453,39.77180151,19.40212904,62,35,75,11,11.9624263,26,7,10.2578789
26-12-1982,UK,79.05907794,1.57736703,1,3.431937984,1.452708105,19.52898559,-22.23620628,63,41,84,36,27.49900267,31,19,2.439588914
27-12-1982,Mexico,53.31266408,2.696394404,5,5.298458033,1.712917704,53.60383198,-18.89428211,78,19,22,1,3.021378665,92,16,6.321654374
28-12-1982,USA,69.59678115,16.25626799,4,1.548976855,1.029997155,86.51872163,-14.69242414,75,7,69,2,15.45763465,32,9,8.529648137
29-12-1982,UK,50.11535207,7.812208154,1,6.125198354,0.606776636,75.72010029,-0.920526316,52,45,13,44,0.042013937,4,1,2.337876359
30-12-1982,Mexico,51.24767595,8.700753818,7,9.992460919,1.538339193,74.85173957,17.34291869,74,99,95,84,12.48054985,8,18,4.048349297
31-12-1982,China,49.14415736,12.17017692,1,6.525349649,1.008993125,42.94825631,-3.315706066,76,51,48,38,2.495515613,12,5,9.126200791
01-01-1983,India,65.95378103,24.46445987,8,3.72411144,0.873644978,73.75771726,6.181368587,94,25,44,76,13.47538959,96,1,10.87535911
02-01-1983,USA,57.3758942,24.13605552,2,3.317464917,1.533772638,51.89783333,-26.21687735,89,34,76,53,16.67384418,93,17,9.539901065
03-01-1983,Japan,77.18890557,10.40652498,5,9.316033226,1.954379703,23.52484818,19.58062406,65,59,26,77,25.56814706,88,13,10.70451319
04-01-1983,Canada,42.54451583,6.63748043,6,8.715142906,1.617983566,47.7144775,22.56254124,87,2,74,93,8.862974082,5,5,8.722567183
05-01-1983,Canada,35.0281366,7.564803817,9,4.723586202,1.237025061,21.94647679,-22.04878816,60,3,95,17,17.00425505,73,11,12.53749367
06-01-1983,China,49.66307425,6.719532454,7,3.534145645,1.400766084,20.3034537,32.80937248,78,92,66,12,1.993704476,35,19,12.40103956
07-01-1983,Australia,60.83563538,13.30614518,6,7.104642836,0.713418363,12.07533776,21.79676461,96,61,48,13,27.40514867,49,7,11.94371301
08-01-1983,Australia,73.03994685,15.1714952,5,3.145024756,1.719819929,35.45688709,9.178354343,73,63,1,40,13.55192274,60,2,8.631871832
09-01-1983,China,47.30984433,12.21948471,6,1.194032323,1.406442516,39.77873058,14.22878993,78,49,93,39,7.577700874,47,4,14.91195303
10-01-1983,UK,62.68933756,10.19985906,4,3.101522123,1.948745597,72.94993416,10.24365876,83,91,59,88,13.89692549,82,16,0.586680207
11-01-1983,USA,47.50993405,5.282125939,1,4.342959821,1.969225052,58.42043064,-25.6965645,60,18,65,90,14.4451798,10,19,2.934796499
12-01-1983,Canada,60.86097915,12.06263978,9,2.55411376,1.031880039,87.26047408,28.81195687,69,42,58,86,22.29889157,16,4,12.1331594
13-01-1983,Canada,74.24039735,8.527567845,5,2.168137258,1.982818903,25.8823564,10.94485095,69,91,92,70,29.23722157,1,13,12.39438778
14-01-1983,UK,41.56788211,13.53988657,8,0.061401627,1.935250292,33.93609813,-16.17409172,58,81,59,47,5.584295177,6,19,12.28129232
15-01-1983,Canada,50.21208211,16.87973539,7,6.308427814,1.459747946,94.69685,24.4584683,72,13,21,9,1.634803469,56,13,13.09070904
16-01-1983,Japan,79.66325982,15.83280436,8,6.144489423,1.000196643,49.9640723,25.60524848,85,13,88,88,19.67121742,30,8,6.339119041
17-01-1983,USA,73.42785141,11.56225526,1,1.880252378,1.630010331,81.01458487,-12.92036245,98,53,45,53,26.53735271,58,7,13.97750283
18-01-1983,Germany,58.23199289,13.90131061,9,9.436500718,0.906855847,54.29508838,33.71960582,76,28,52,34,16.95124966,94,10,3.137557175
19-01-1983,Canada,55.83137959,7.121403274,1,4.095709018,1.444765845,52.39770913,6.52037807,73,2,18,23,2.396099246,45,17,14.05422734
20-01-1983,China,44.23001912,0.606006476,3,0.254794336,0.536872421,23.33046592,-15.551231,89,97,48,48,12.65324686,80,8,8.350177794
21-01-1983,Japan,55.86047138,15.62548635,8,2.197719173,1.442874195,86.60796499,22.60960027,74,72,79,41,19.64198298,78,1,2.458261082
22-01-1983,Canada,72.40907491,6.314213978,1,6.920674843,1.927412427,17.05197525,17.73815716,74,4,16,74,9.8414303,6,1,11.0411566
23-01-1983,Japan,64.25872566,16.72384275,1,2.016198988,0.852714564,37.92349852,-16.36749393,97,92,26,83,25.34720886,93,5,4.43818898
24-01-1983,Mexico,44.50220141,18.67521249,6,0.539124589,1.66726923,70.61212645,39.78791198,82,4,18,73,6.740807644,13,5,3.306863747
25-01-1983,Germany,40.07319605,22.89819365,5,6.177062214,0.940135325,55.65317957,38.36274662,80,44,29,49,10.93484077,94,10,2.581129045
26-01-1983,Brazil,43.26042685,23.95306989,6,5.183547906,1.561774623,89.32404943,36.89956703,59,63,77,20,27.49297602,8,9,0.441079711
27-01-1983,China,38.48796007,0.263151158,3,7.612658361,1.549958555,13.53681575,1.938228717,88,63,45,27,17.20649371,8,12,11.4698102
28-01-1983,China,34.7820348,24.75935523,6,7.726313885,0.777106613,68.44667675,35.96982198,64,42,63,91,0.187051052,1,18,7.297564093
29-01-1983,USA,50.95680872,17.07545796,2,9.599352538,1.395691866,52.97189236,37.58362467,50,42,31,54,7.320639973,85,1,14.6809822
30-01-1983,Japan,35.66498022,16.08810401,8,0.57017544,1.78875343,23.88806411,49.72322177,65,50,52,26,22.59948582,15,19,6.589073563
31-01-1983,UK,38.59562789,0.38032738,6,0.389894198,1.073799604,76.89267164,46.60836945,70,12,22,96,1.561446145,1,13,12.65025823
01-02-1983,China,57.36623422,21.5308353,4,9.87197048,1.565415427,47.01761699,0.627786803,51,89,35,67,29.79168328,78,0,14.5214195
02-02-1983,Japan,38.22996368,3.637286181,4,6.448478777,1.511645053,57.84237138,-14.14366001,52,72,9,98,26.93717911,69,11,0.336931044
03-02-1983,Japan,33.19398837,20.93325385,7,7.153705397,0.886271003,97.05394597,-6.603008571,64,67,58,83,6.714804484,22,17,1.57978336
04-02-1983,India,45.8694425,0.389063656,3,0.964820197,1.87796534,53.76070729,9.582498133,81,94,28,5,26.86514502,27,15,5.217956547
05-02-1983,India,41.01595493,16.14910656,3,0.698126908,1.345268126,84.1035579,34.43661071,99,68,10,57,20.98420625,42,4,13.05174282
06-02-1983,Brazil,55.7652594,10.87003834,6,1.602535939,1.032938985,79.2619771,27.83872446,96,6,37,5,12.76052416,62,18,12.5692567
07-02-1983,Mexico,35.11835423,5.019168226,9,4.271956028,0.746537564,69.64791324,33.0170207,76,91,78,59,5.883524652,16,13,5.501025361
08-02-1983,Brazil,67.58853938,2.689034794,1,1.101761827,1.210187529,90.7130929,0.394109839,85,77,31,80,6.006342839,35,10,2.998560461
09-02-1983,Canada,75.31167597,11.00319241,5,4.463337404,1.595170157,32.64414822,-10.24762846,84,87,90,18,17.82223132,18,16,12.03481323
10-02-1983,UK,67.1717587,3.082645133,1,5.615359031,1.435460405,83.86941083,-28.0696261,88,41,51,60,12.4818388,4,14,8.953718836
11-02-1983,Canada,56.64135187,12.16116529,1,0.003329679,1.590578839,44.00087396,20.09468977,73,4,0,16,17.85617528,22,15,0.47400701
12-02-1983,Australia,73.03339109,15.63042647,3,1.142456308,1.687641128,83.12418011,33.60301887,57,46,13,48,9.907666719,18,13,12.06323899
13-02-1983,Canada,64.74591899,20.68460484,3,3.751951918,1.16150715,54.44098161,41.13123953,56,47,2,2,6.902235495,0,16,14.354413
14-02-1983,USA,30.52755612,16.96623593,4,0.533297927,1.280249276,87.19383276,8.099030668,53,97,29,33,25.09666877,26,3,0.631304875
15-02-1983,Canada,49.70450764,1.629994168,3,1.335289733,1.979633167,90.53591839,44.21166226,79,91,30,61,27.60130647,42,13,4.288104042
16-02-1983,Brazil,72.54759497,7.685813314,6,2.317963905,1.952077094,63.78794881,-13.80703507,59,46,0,59,21.15771619,24,3,12.29197464
